Date,trapVisitID,subSiteName,visitType,trapFunctioning,fishProcessed,sampleStart,sampleEnd,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,coneDebrisIntake1,coneDebrisIntake2,debrisVolume,debrisType,includeCatch,includeCatchComments,TrapVisit.comments
2019-05-03,9021,ST004L1B,End trapping,Trap functioning normally,Processed fish,2019-05-02 09:07,2019-05-03 09:59,3742,2.6,,0,0,5,Terrestrial,Yes,,
2019-05-06,9022,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-05-06 11:17,,,2.1,,,,,Yes,,
2019-05-06,9023,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-05-06 11:21,,,3.4,,,,,Yes,,
2019-05-07,9024,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-05-06 11:17,2019-05-07 09:32,3214,2.5,2.4,0,0,8,Terrestrial,Yes,,
2019-05-07,9025,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2019-05-06 11:21,2019-05-07 09:40,727,,3.3,2,0,30,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2019-05-08,9026,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2019-05-07 09:32,2019-05-08 09:11,546,0,2,0,0,4,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"Log stuck in cone.

Moved traps in 8 feet before 'after revs'"
2019-05-08,9027,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019-05-07 09:40,2019-05-08 10:15,4914,3.3,3.3,1,1,75,Terrestrial,Yes,,Moved traps in 8 feet before 'after revs'
2019-05-09,9028,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-05-08 09:11,2019-05-09 10:50,3308,2.3,2.1,0,0,3,Terrestrial,Yes,,
2019-05-09,9029,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019-05-08 10:15,2019-05-09 11:32,5021,3.5,3.5,0,0,39,Terrestrial,Yes,,
2019-05-10,9030,ST004L1B,End trapping,Trap functioning normally,Processed fish,2019-05-09 10:50,2019-05-10 09:44,2939,2.2,,0,0,5,Terrestrial,Yes,,
2019-05-10,9031,ST004L1,End trapping,Trap functioning normally,Processed fish,2019-05-09 11:32,2019-05-10 10:11,4537,3.2,,0,1,38,Terrestrial,Yes,,
2019-05-13,9032,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-05-13 09:28,,,2,,,,,Yes,,
2019-05-13,9033,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-05-13 09:33,,,3.1,,,,,Yes,,
2019-05-14,9034,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-05-13 09:28,2019-05-14 09:56,3080,2.1,1.9,0,1,10,Terrestrial,Yes,,
2019-05-14,9035,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2019-05-13 09:33,2019-05-14 10:37,3181,0,3.6,1,3,47,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2019-05-15,9036,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-05-14 09:56,2019-05-15 09:27,3002,2.1,2.1,0,0,6,Terrestrial,Yes,,
2019-05-16,9037,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-05-15 09:27,2019-05-16 09:42,3018,2.1,2.1,0,1,10,Terrestrial,Yes,,
2019-05-15,9038,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2019-05-14 10:37,2019-05-15 09:50,1615,0,3.2,3,0,13,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Log in intake
2019-05-16,9039,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019-05-15 09:50,2019-05-16 10:05,4219,3.2,3.2,0,0,40,Terrestrial,Yes,,
2019-05-17,9040,ST004L1B,End trapping,Trap functioning normally,Processed fish,2019-05-16 09:42,2019-05-17 09:45,2879,1.9,,0,0,12,Aquatic,Yes,,
2019-05-17,9041,ST004L1,End trapping,Trap functioning normally,Processed fish,2019-05-16 10:05,2019-05-17 10:05,4567,3.1,,0,1,31,Terrestrial,Yes,,
2019-05-20,9042,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-05-20 09:23,,,1.6,,,,,Yes,,
2019-05-20,9043,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-05-20 09:23,,,3.4,,,,,Yes,,
2019-05-21,9044,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-05-20 09:23,2019-05-21 10:00,3089,2.3,1.9,0,0,5,Terrestrial,Yes,,"Moved traps over before recording ""after revs"""
2019-05-21,9045,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2019-05-20 09:23,2019-05-21 10:13,796,0,3,0,2,19,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"Moved traps over before ""after revs"""
2019-05-22,9046,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-05-21 10:00,2019-05-22 09:28,2602,1.8,1.8,0,0,6,Terrestrial,Yes,,
2019-05-22,9047,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019-05-21 10:13,2019-05-22 09:47,4219,2.9,2.9,0,0,27,Terrestrial,Yes,,
2019-05-23,9048,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-05-22 09:28,2019-05-23 09:46,2692,1.8,1.8,0,1,5,Terrestrial,Yes,,
2019-05-23,9049,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2019-05-22 09:47,2019-05-23 09:52,1201,0,3,0,1,20,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2019-05-24,9050,ST004L1B,End trapping,Trap functioning normally,Processed fish,2019-05-23 09:46,2019-05-24 09:22,2430,1.8,,0,0,3,Terrestrial,Yes,,
2019-05-24,9051,ST004L1,End trapping,Trap functioning normally,Processed fish,2019-05-23 09:52,2019-05-24 09:37,4286,3,,0,0,11,Terrestrial,Yes,,
2019-05-27,9052,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-05-27 17:41,,,1.1,,,,,Yes,,Traps adjusted about 10' due to lower river flow
2019-05-28,9053,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-05-27 17:41,2019-05-28 09:37,1277,1.3,1,0,0,5,Aquatic,Yes,,
2019-05-27,9055,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-05-27 17:35,,,2.6,,,,,Yes,,Traps adjusted out about 10' due to lower river flow
2019-05-28,9056,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2019-05-27 17:35,2019-05-28 09:19,504,0,2.7,0,2,7,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Log jammed in intake
2019-05-29,9057,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-05-28 09:37,2019-05-29 10:16,2136,1.8,1.5,0,1,15,Terrestrial,Yes,,Traps moved in about 10 feet before recording 'after revs'
2019-05-29,9058,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019-05-28 09:19,2019-05-29 11:08,4359,2.9,2.9,2,0,82,Terrestrial,Yes,,Traps moved in about 10 feet before recording 'after revs'
2019-05-30,9059,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-05-29 10:16,2019-05-30 10:16,2213,1.8,1.3,1,1,23,Terrestrial,Yes,,Moved traps over 6 feet before recording 'after rev's'
2019-05-31,9060,ST004L1B,End trapping,Trap functioning normally,Processed fish,2019-05-30 10:16,2019-05-31 09:14,1681,1.3,,1,0,5,Terrestrial,Yes,,
2019-05-30,9061,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2019-05-29 11:08,2019-05-30 10:33,1625,0,2.6,0,3,62,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"Moved traps over about 6 feet before ""after rev's"""
2019-05-31,9062,ST004L1,End trapping,Trap functioning normally,Processed fish,2019-05-30 10:33,2019-05-31 09:32,3543,2.6,,0,0,23,Terrestrial,Yes,,
2019-06-03,9063,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-06-03 10:19,,,1.7,,,,,Yes,,
2019-06-03,9064,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-06-03 10:17,,,2.6,,,,,Yes,,
2019-06-04,9065,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-06-03 10:19,2019-06-04 10:23,2607,2.1,2,0,0,23,Terrestrial,Yes,,
2019-06-04,9066,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2019-06-03 10:17,2019-06-04 09:49,1019,,2.8,3,0,19,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2019-06-05,9067,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2019-06-04 10:23,2019-06-05 10:41,2405,0,2,0,3,24,Terrestrial,No,,
2019-06-06,9068,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-06-05 10:41,2019-06-06 10:46,3032,2,1.8,0,0,35,Terrestrial,Yes,,
2019-06-05,9069,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019-06-04 09:49,2019-06-05 10:56,4328,2.8,2.9,0,2,62,Terrestrial,Yes,,
2019-06-06,9070,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2019-06-05 10:56,2019-06-06 10:01,709,0,2.7,0,3,39,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2019-06-07,9071,ST004L1B,End trapping,Trap functioning normally,Processed fish,2019-06-06 10:46,2019-06-07 10:55,2717,1.9,,0,0,73,Terrestrial,Yes,,
2019-06-07,9072,ST004L1,End trapping,Trap stopped functioning,No fish were caught,2019-06-06 10:01,2019-06-07 10:11,755,0,,3,2,38,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2019-06-10,9073,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-06-10 10:00,,,1.1,,,,,Yes,,
2019-06-11,9074,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-06-10 10:00,2019-06-11 09:51,1766,1.7,1.4,0,0,23,Terrestrial,Yes,,
2019-06-12,9075,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-06-11 09:51,2019-06-12 09:16,2251,1.7,1.6,0,1,15,Aquatic,Yes,,
2019-06-10,9076,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-06-10 10:02,,,2.3,,,,,Yes,,
2019-06-11,9077,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019-06-10 10:02,2019-06-11 10:18,3223,2.3,2.5,0,0,43,Terrestrial,Yes,,
2019-06-12,9078,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019-06-11 10:18,2019-06-12 09:53,3509,2.3,2.5,0,0,32,Terrestrial,Yes,,
2019-06-13,9079,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-06-12 09:16,2019-06-13 10:02,2334,1.6,1.6,0,0,19,Terrestrial,Yes,,
2019-06-13,9080,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019-06-12 09:53,2019-06-13 10:25,3688,2.4,2.5,0,0,34,Terrestrial,Yes,,
2019-06-14,9081,ST004L1B,End trapping,Trap functioning normally,Processed fish,2019-06-13 10:02,2019-06-14 11:03,2320,1.5,,0,1,39,Terrestrial,Yes,,
2019-06-14,9082,ST004L1,End trapping,Trap functioning normally,Processed fish,2019-06-13 10:25,2019-06-14 11:32,3572,2.3,,0,0,52,Terrestrial,Yes,,
2019-06-17,9083,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-06-17 09:39,,,0.9,,,,,Yes,,
2019-06-18,9084,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-06-17 09:39,2019-06-18 09:51,1446,1.1,1.2,0,0,13,Terrestrial,Yes,,
2019-06-17,9085,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2019-06-17 09:38,,,2.1,,,,,Yes,,
2019-06-18,9086,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019-06-17 09:38,2019-06-18 09:30,2916,2,2.1,0,0,8,Terrestrial,Yes,,
2019-06-19,9087,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019-06-18 09:51,2019-06-19 09:52,1634,1.2,1.2,0,0,18,Terrestrial,Yes,,
2019-06-20,9088,ST004L1B,End trapping,Trap functioning normally,Processed fish,2019-06-19 09:52,2019-06-20 09:35,2077,1.6,,0,0,49,Terrestrial,Yes,,
2019-06-19,9089,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019-06-18 09:30,2019-06-19 10:10,3014,1.9,2.1,0,1,23,Terrestrial,Yes,,
2019-06-20,9090,ST004L1,End trapping,Trap functioning normally,Processed fish,2019-06-19 10:10,2019-06-20 10:07,3303,2.1,,0,0,61,Terrestrial,Yes,,
2020-01-06,9091,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2020-01-06 13:30,,,2.8,,,,,Yes,,
2020-01-07,9092,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-06 13:30,2020-01-07 10:07,3479,2.3,2.1,0,0,10,Terrrestrial,Yes,,
2020-01-06,9093,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2020-01-06 13:30,,,3.1,,,,,Yes,,
2020-01-07,9094,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2020-01-06 13:30,2020-01-07 09:56,3656,2.9,2.9,0,0,12,Terrestrial,Yes,,
2020-01-08,9095,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-07 09:56,2020-01-08 11:04,4314,2.9,2.9,0,0,13,Terrestrial,Yes,,
2020-01-08,9096,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-07 10:07,2020-01-08 11:11,4097,2.7,2.6,0,0,9,Terrestrial,Yes,,
2020-01-09,9097,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-08 11:11,2020-01-09 10:10,3676,2.7,2.6,0,0,30,Terrestrial,Yes,,
2020-01-09,9098,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2020-01-08 11:04,2020-01-09 09:55,3995,2.9,2.9,0,0,12,Terrestrial,Yes,,
2020-01-10,9099,ST004L1B,End trapping,Trap stopped functioning,Processed fish,2020-01-09 10:10,2020-01-10 10:15,,0,0,0,1,30,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch. ,Clicker bolt broke when trap stopped so no total revs were recorded.
2020-01-12,9100,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2020-01-12 12:00,,,2.7,,,,,Yes,,
2020-01-13,9101,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-12 12:00,2020-01-13 13:40,4129,2.7,2.6,0,0,20,Terrestrial,Yes,,
2020-01-10,9102,ST004L1,End trapping,Trap functioning normally,Processed fish,2020-01-09 09:55,2020-01-10 10:50,4383,3,0,0,0,61,Terrestrial,Yes,,
2020-01-12,9103,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2020-01-12 11:48,,,2.9,,,,,Yes,,
2020-01-13,9104,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-12 11:48,2020-01-13 13:28,4509,2.9,2.8,1,1,15,Terrestrial,Yes,,
2020-01-14,9105,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-13 13:40,2020-01-14 10:40,3273,2.7,2.6,0,0,35,Terrestrial,Yes,,
2020-01-15,9106,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-14 10:40,2020-01-15 11:23,3858,2.5,2.6,0,0,30,Terrestrial,Yes,,
2020-01-14,9107,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-13 13:28,2020-01-14 10:30,3658,2.9,2.9,0,0,22,Terrestrial,Yes,,
2020-01-15,9108,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-14 10:30,2020-01-15 11:00,4223,2.9,2.9,0,0,21,Terrestrial,Yes,,
2020-01-16,9109,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-15 11:23,2020-01-16 10:33,3621,2.6,2.6,0,0,25,Terrestrial,Yes,,
2020-01-16,9110,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-15 11:00,2020-01-16 10:40,4093,2.9,2.8,0,0,22,Terrestrial,Yes,,
2020-01-17,9111,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-16 10:33,2020-01-17 12:46,,2.7,2.6,0,0,62,Terrestrial,Yes,,Clicker broken. Rotation counter showed 2289 upon arrival but was clearly incorrect as bolt was not striking the clicker arm.
2020-01-18,9112,ST004L1B,End trapping,Trap functioning normally,Processed fish,2020-01-17 12:46,2020-01-18 15:00,4152,3,,2,2,100,Terrestrial,Yes,,
2020-01-20,9113,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2020-01-20 11:56,,,2.8,,,,,Yes,,
2020-01-21,9114,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-20 11:56,2020-01-21 10:26,3373,2.4,2.3,0,0,15,Terrestrial,Yes,,
2020-01-22,9115,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-21 10:26,2020-01-22 09:43,3213,2.1,2.2,0,0,20,Terrestrial,Yes,,
2020-01-23,9116,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-22 09:43,2020-01-23 10:36,3267,2.2,2.3,0,0,15,Terrestrial,Yes,,
2020-01-24,9117,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-23 10:36,2020-01-24 09:51,2996,2.2,2.3,0,0,8,Terrestrial,Yes,,
2020-01-25,9118,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2020-01-24 09:51,2020-01-25 10:32,3146,2.1,2.2,0,0,10,Terrestrial,Yes,,
2020-01-26,9119,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-25 10:32,2020-01-26 10:27,2994,2.1,2.1,0,0,11,Terrestrial,Yes,,
2020-01-27,9120,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2020-01-26 10:27,2020-01-27 09:42,2946,2.1,2.2,0,0,8,Terrestrial,Yes,,
2020-01-17,9121,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-16 10:40,2020-01-17 12:21,4527,3,2.9,0,0,48,Terrestrial,Yes,,
2020-01-18,9122,ST004L1,End trapping,Trap functioning normally,Processed fish,2020-01-17 12:21,2020-01-18 15:30,4387,,,2,3,150,Terrestrial,Yes,,
2020-01-20,9123,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2020-01-20 12:00,,3.2,,,,,,Yes,,
2020-01-21,9124,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-20 12:00,2020-01-21 10:55,4232,3,3,0,0,28,Terrestrial,Yes,,
2020-01-22,9125,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-21 10:55,2020-01-22 10:06,3901,2.8,2.9,0,0,21,Terrestrial,Yes,,
2020-01-23,9126,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-22 10:06,2020-01-23 10:08,4037,2.8,2.8,0,0,13,Terrestrial,Yes,,
2020-01-24,9127,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-23 10:08,2020-01-24 09:45,3867,2.7,2.7,0,1,10,Terrestrial,Yes,,
2020-01-25,9128,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-24 09:45,2020-01-25 10:40,3983,2.7,2.8,0,1,21,Terrestrial,Yes,,
2020-01-26,9129,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-25 10:40,2020-01-26 10:52,3926,2.5,2.7,0,0,19,Terrestrial,Yes,,
2020-01-27,9130,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-26 10:52,2020-01-27 09:39,3667,2.6,2.8,0,0,10,Terrestrial,Yes,,
2020-01-28,9131,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020-01-27 09:39,2020-01-28 09:38,3847,2.6,2.6,0,0,9,Terrestrial,Yes,,
2020-01-28,9132,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-27 09:42,2020-01-28 09:34,3017,2,2,0,0,7,Terrestrial,Yes,,
2020-01-29,9133,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-28 09:34,2020-01-29 09:40,2956,2.1,2,0,1,8,Terrestrial,Yes,,
2020-01-30,9134,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2020-01-29 09:40,2020-01-30 09:25,277,0,2.2,1,0,12,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,All debris was back up in cone because it was jammed by a branch
2020-02-01,9135,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-31 10:30,2020-02-01 11:44,3260,2.3,2.3,0,1,14,Terrestrial,Yes,,
2020-01-31,9136,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-01-30 09:25,2020-01-31 10:30,3309,2.1,2.2,0,0,6,Terrestrial,Yes,,
2020-02-02,9137,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020-02-01 11:44,2020-02-02 09:22,2916,2.1,2.2,0,0,7,Terrestrial,Yes,,
2020-02-03,9138,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2020-02-02 09:22,2020-02-03 13:22,3848,2.4,2.5,1,1,83,Terrestrial,Yes,,
2020-02-04,9139,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020-02-03 13:22,2020-02-04 11:28,1815,0,3.4,1,1,42,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch. ,
