MethodCode,StationCode,SampleDate,SampleTime,GearID,StreamGauge,TrapStatus,Debris,GearConditionCode,TimePerRevBefore,TimePerRevAfter,TrapRevolutions,Comments
RSTR,ST040X,2008-01-27,08:15:00,RSTR8,0.22,NA,Light,1,9.2,8.9,NA,NA
RSTR,ST040X,2008-01-27,16:45:00,RSTR8,0.53,NA,Medium,1,NA,NA,NA,NA
RSTR,ST040X,2008-01-28,10:00:00,RSTR8,1.44,NA,Heavy,1,9.4,9.1,NA,NA
RSTR,ST040X,2008-01-28,19:30:00,RSTR8,0.6,NA,Medium,1,NA,NA,NA,NA
RSTR,ST040X,2008-01-29,09:00:00,RSTR8,0.29,NA,Light,1,8.9,8.8,NA,NA
RSTR,ST040X,2008-01-29,19:00:00,RSTR8,0.24,NA,Light,1,NA,NA,NA,raining
RSTR,ST040X,2008-01-30,08:30:00,RSTR8,0.2,NA,Light,1,9.2,9.3,NA,NA
RSTR,ST040X,2008-01-30,18:15:00,RSTR8,0.2,NA,Light,1,NA,NA,NA,check before the release
RSTR,ST040X,2008-01-30,20:00:00,RSTR8,0.2,NA,Light,1,NA,NA,NA,first check after release
RSTR,ST040X,2008-01-30,21:15:00,RSTR8,0.2,NA,Light,1,NA,NA,NA,Second check after release.
RSTR,ST040X,2008-01-31,08:30:00,RSTR8,0.14,NA,Light,1,9.5,9.4,NA,D.O. 10.33 mg/L.
RSTR,ST040X,2008-02-01,08:00:00,RSTR8,0.01,NA,Light,1,9.2,9.3,NA,D.O. 10.10 mg/L.
RSTR,ST040X,2008-02-02,08:45:00,RSTR8,0.16,NA,Light,1,9.2,9.2,NA,D.O. 10.20 mg/L. CHNF are all smolt index 2.
RSTR,ST040X,2008-02-03,08:15:00,RSTR8,0.28,NA,Medium,1,8.8,8.8,NA,NA
RSTR,ST040X,2008-02-03,12:30:00,RSTR8,0.96,NA,Medium,2,NA,NA,NA,big log stuck in one cell
RSTR,ST040X,2008-02-04,08:45:00,RSTR8,0.39,NA,Medium,1,8.9,9,NA,NA
RSTR,ST040X,2008-02-05,10:15:00,RSTR8,0.16,NA,Light,1,9.4,9.4,NA,NA
RSTR,ST040X,2008-02-05,18:00:00,RSTR8,0.12,NA,Light,NA,NA,NA,NA,NA
RSTR,ST040X,2008-02-05,19:40:00,RSTR8,0.12,NA,Light,1,NA,NA,NA,first check after release
RSTR,ST040X,2008-02-05,20:45:00,RSTR8,0.12,NA,Light,1,NA,NA,NA,2 nd check
RSTR,ST040X,2008-02-06,08:30:00,RSTR8,0.12,NA,Light,1,9.5,9.7,NA,NA
RSTR,ST040X,2008-02-07,09:45:00,RSTR8,0.08,NA,Light,1,9.72,9.7,NA,NA
RSTR,ST040X,2008-02-08,10:15:00,RSTR8,0.9,NA,Light,1,9.6,9.9,NA,NA
RSTR,ST040X,2008-02-09,08:15:00,RSTR8,0.08,NA,Medium,1,9.76,9.8,NA,NA
RSTR,ST040X,2008-02-10,08:15:00,RSTR8,0.08,NA,Light,3,9.9,9.9,NA,logs in both cells
RSTR,ST040X,2008-02-11,08:15:00,RSTR8,0.09,NA,Light,2,9.4,9.6,NA,both cells had a partial block
RSTR,ST040X,2008-02-12,08:00:00,RSTR8,0.05,NA,Light,1,9.6,9.6,NA,NA
RSTR,ST040X,2008-02-13,08:00:00,RSTR8,0.05,NA,Light,2,9.8,9.5,NA,big stump in one cell
RSTR,ST040X,2008-02-14,08:30:00,RSTR8,0.1,NA,Heavy,1,9.6,9.7,NA,Didn’t take do  or velocity today. The equipment went out with the other crew.
RSTR,ST040X,2008-02-14,18:00:00,RSTR8,0.06,NA,Medium,1,NA,NA,NA,NA
RSTR,ST040X,2008-02-14,19:45:00,RSTR8,0.06,NA,Light,1,NA,NA,NA,first check after release
RSTR,ST040X,2008-02-14,20:45:00,RSTR8,0.06,NA,Light,1,NA,NA,NA,2nd check
RSTR,ST040X,2008-02-15,08:00:00,RSTR8,0.03,NA,Light,1,9.7,9.7,NA,NA
RSTR,ST040X,2008-02-16,08:15:00,RSTR8,0.05,NA,Light,3,NA,9.7,NA,trap was stopped; dead rbt found in livebox ; lots of fungus and spawned out looking. May have floated into trap already dead? Do 10.06.    All the dead chn were traped in cone
RSTR,ST040X,2008-02-17,08:00:00,RSTR8,n/p,NA,Light,3,NA,9.6,NA,trap was stopped
RSTR,ST040X,2008-02-18,08:30:00,RSTR8,0.01,NA,Light,1,9.8,9.8,NA,NA
RSTR,ST040X,2008-02-19,08:15:00,RSTR8,0.06,NA,Heavy,2,9.7,9.5,NA,tree in front of cone with a lot woody debris in livebox; both cells were blocked
RSTR,ST040X,2008-02-20,08:15:00,RSTR8,0.33,NA,Heavy,3,NA,8.9,NA,trap was stopped
RSTR,ST040X,2008-02-20,14:30:00,RSTR8,0.3,NA,Medium,2,NA,NA,NA,raised trap to remove branch from cell
RSTR,ST040X,2008-02-21,08:15:00,RSTR8,0.32,NA,Light,1,8.9,8.7,NA,NA
RSTR,ST040X,2008-02-22,08:00:00,RSTR8,0.3,NA,Light,3,NA,8.9,NA,trap was stopped by a small round 3in x 16in
RSTR,ST040X,2008-02-22,17:45:00,RSTR8,0.32,NA,Light,1,NA,NA,NA,raining
RSTR,ST040X,2008-02-22,19:45:00,RSTR8,0.32,NA,Light,1,NA,NA,NA,first check after release
RSTR,ST040X,2008-02-22,20:45:00,RSTR8,0.32,NA,Light,1,NA,NA,NA,2nd check after release
RSTR,ST040X,2008-02-23,08:15:00,RSTR8,0.32,NA,Light,1,8.9,8.9,NA,NA
RSTR,ST040X,2008-02-24,08:15:00,RSTR8,0.34,NA,Medium,1,8.9,8.9,NA,NA
RSTR,ST040X,2008-02-25,08:30:00,RSTR8,0.8,NA,Heavy,3,12.8,8.8,NA,both cells were blocked but trap was still spinning
RSTR,ST040X,2008-02-25,17:30:00,RSTR8,0.52,NA,Light,1,NA,NA,NA,NA
RSTR,ST040X,2008-02-26,09:00:00,RSTR8,0.4,NA,n/p,1,9,8.9,NA,NA
RSTR,ST040X,2008-02-26,16:30:00,RSTR8,0.38,NA,Light,1,NA,NA,NA,NA
RSTR,ST040X,2008-02-27,08:30:00,RSTR8,0.14,NA,Light,1,9.7,9.7,NA,NA
RSTR,ST040X,2008-02-27,18:15:00,RSTR8,0.1,NA,Light,1,NA,NA,NA,check before the release
RSTR,ST040X,2008-02-27,20:00:00,RSTR8,0.1,NA,Light,1,NA,NA,NA,first check after release
RSTR,ST040X,2008-02-27,21:00:00,RSTR8,0.1,NA,Light,1,NA,NA,NA,2nd check after the release
RSTR,ST040X,2008-02-28,08:15:00,RSTR8,0.1,NA,Light,1,10,9.6,NA,NA
RSTR,ST040X,2008-02-29,08:15:00,RSTR8,0.1,NA,Light,1,9.9,9.9,NA,NA
RSTR,ST040X,2008-03-01,08:00:00,RSTR8,0.1,NA,Light,1,10.1,10,NA,NA
RSTR,ST040X,2008-03-02,08:15:00,RSTR8,0.07,NA,Medium,1,10.5,10.1,NA,NA
RSTR,ST040X,2008-03-03,08:00:00,RSTR8,0.01,NA,Medium,3,10,10,NA,both cells were blocked
RSTR,ST040X,2008-03-04,08:30:00,RSTR8,0.1,NA,Light,3,NA,10.1,NA,trap was stopped by a log jam
RSTR,ST040X,2008-03-05,08:15:00,RSTR8,0.12,NA,Medium,2,10.2,9.8,NA,one cell was partly blocked
RSTR,ST040X,2008-03-06,08:30:00,RSTR8,0.1,NA,Medium,1,10.2,9.9,NA,NA
RSTR,ST040X,2008-03-07,08:15:00,RSTR8,0.07,NA,Light,1,10.3,10.1,NA,NA
RSTR,ST040X,2008-03-08,08:15:00,RSTR8,0.39,NA,Heavy,2,9.6,9.1,NA,big log stuck in one cell. Cone was raised to remove the log
RSTR,ST040X,2008-03-09,08:15:00,RSTR8,0.38,NA,Medium,2,9,9.1,NA,one cell partly blocked ; had to raise cone to remove
RSTR,ST040X,2008-03-09,19:15:00,RSTR8,0.38,NA,Light,1,NA,NA,NA,NA
RSTR,ST040X,2008-03-09,21:15:00,RSTR8,0.38,NA,Light,1,NA,NA,NA,NA
RSTR,ST040X,2008-03-09,22:15:00,RSTR8,0.38,NA,Light,1,NA,NA,NA,NA
RSTR,ST040X,2008-03-10,08:15:00,RSTR8,0.39,NA,Light,1,9.4,8.9,NA,NA
RSTR,ST040X,2008-03-11,08:15:00,RSTR8,0.4,NA,Light,2,9.6,8.9,NA,NA
RSTR,ST040X,2008-03-12,08:00:00,RSTR8,0.43,NA,Medium,1,9.2,8.9,NA,Do meter not working
RSTR,ST040X,2008-03-13,08:15:00,RSTR8,0.74,NA,Heavy,1,9.4,9.2,NA,NA
RSTR,ST040X,2008-03-13,19:15:00,RSTR8,0.72,NA,Light,1,NA,NA,NA,replaced counter . Started counting at 19:22
RSTR,ST040X,2008-03-13,21:00:00,RSTR8,0.72,NA,Light,1,NA,NA,697,first check after release
RSTR,ST040X,2008-03-13,22:00:00,RSTR8,0.72,NA,Light,1,NA,NA,1101,2nd check after release
RSTR,ST040X,2008-03-14,08:15:00,RSTR8,0.73,NA,Light,1,9,8.5,5243,NA
RSTR,ST040X,2008-03-15,08:00:00,RSTR8,1.12,NA,Light,3,NA,9.1,3340,trap was stopped due to log jam
RSTR,ST040X,2008-03-16,08:30:00,RSTR8,1.12,NA,Heavy,1,9.3,9.3,9275,NA
RSTR,ST040X,2008-03-16,18:30:00,RSTR8,1.12,NA,Light,2,NA,NA,3910,raised trap to remove partial cell block; reset counter
RSTR,ST040X,2008-03-17,08:45:00,RSTR8,1.14,NA,Light,1,9.3,9.26,5396,NA
RSTR,ST040X,2008-03-18,08:45:00,RSTR8,2.45,NA,Light,3,NA,NA,1254,Trap was stopped; submerged in water; livebox was overflowing; counter bolt was broken. Removed log that was stopping the trapand fixed the counter bolt.
RSTR,ST040X,2008-03-19,09:15:00,RSTR8,2.52,NA,Heavy,3,30,11,5744,livebox was overflowing
RSTR,ST040X,2008-03-20,08:30:00,RSTR8,2.5,NA,Heavy,1,11.2,11.3,2780,counter not counting due to broken spring. Fixed counter at 0910
RSTR,ST040X,2008-03-21,08:15:00,RSTR8,2.52,NA,Heavy,1,11.6,11.1,7207,mort was saved and put into freezer
RSTR,ST040X,2008-03-22,08:00:00,RSTR8,2.56,NA,Medium,1,11.2,11.4,3195,NA
RSTR,ST040X,2008-03-23,08:00:00,RSTR8,2.54,NA,Medium,1,11.4,11.2,7518,NA
RSTR,ST040X,2008-03-24,08:45:00,RSTR8,2.71,NA,Medium,1,11.6,10.9,7862,NA
RSTR,ST040X,2008-03-25,08:30:00,RSTR8,2.74,NA,Light,1,10.9,11.1,7623,NA
RSTR,ST040X,2008-03-26,08:00:00,RSTR8,2.8,NA,Light,1,11.1,10.9,7553,NA
RSTR,ST040X,2008-03-27,08:00:00,RSTR8,2.76,NA,Light,1,11.3,10.8,7691,NA
RSTR,ST040X,2008-03-28,08:00:00,RSTR8,2.79,NA,Light,1,11.1,11.2,7768,NA
RSTR,ST040X,2008-03-29,08:15:00,RSTR8,2.74,NA,Light,1,11,10.8,7827,NA
RSTR,ST040X,2008-03-30,08:00:00,RSTR8,2.79,NA,Light,1,11.4,11.3,7653,NA
RSTR,ST040X,2008-03-31,08:00:00,RSTR8,2.77,NA,Light,1,11.2,11.1,7617,NA
RSTR,ST040X,2008-04-01,08:15:00,RSTR8,2.25,NA,Light,1,10.7,10.7,7925,do meter is reading low ;air bubble under membrane
RSTR,ST040X,2008-04-02,08:00:00,RSTR8,2.32,NA,Light,1,11.3,11,7745,NA
RSTR,ST040X,2008-04-03,08:15:00,RSTR8,1.76,NA,Light,1,10,10.1,8218,NA
RSTR,ST040X,2008-04-04,08:15:00,RSTR8,1.73,NA,Light,1,10.4,10,8304,NA
RSTR,ST040X,2008-04-05,08:00:00,RSTR8,1.75,NA,Light,1,10.5,10.6,503,broken counter bolt
RSTR,ST040X,2008-04-06,08:15:00,RSTR8,1.74,NA,Light,1,10.7,10.2,8205,NA
RSTR,ST040X,2008-04-07,08:45:00,RSTR8,1.78,NA,Light,1,10.8,10.4,8281,raised trap to remove stick ; reset counter a 10:00am
RSTR,ST040X,2008-04-08,08:30:00,RSTR8,1.76,NA,Light,1,10.5,10.2,5169,counter bolt was broken oa arrival
RSTR,ST040X,2008-04-09,08:15:00,RSTR8,1.81,NA,Light,1,10.9,10.7,7912,water sample broke
RSTR,ST040X,2008-04-10,08:15:00,RSTR8,1.76,NA,Light,1,10.8,10.5,7922,NA
RSTR,ST040X,2008-04-10,20:15:00,RSTR8,1.8,NA,Light,1,NA,NA,3982,NA
RSTR,ST040X,2008-04-10,22:00:00,RSTR8,1.8,NA,Light,1,NA,NA,4550,NA
RSTR,ST040X,2008-04-10,23:00:00,RSTR8,1.8,NA,Light,1,NA,NA,4847,NA
RSTR,ST040X,2008-04-11,08:15:00,RSTR8,1.75,NA,Light,1,11.6,11,7836,NA
RSTR,ST040X,2008-04-12,08:30:00,RSTR8,2.24,NA,Light,1,11.5,11.7,7729,NA
RSTR,ST040X,2008-04-13,08:30:00,RSTR8,2.22,NA,Light,1,11.7,11.7,7292,NA
RSTR,ST040X,2008-04-14,08:30:00,RSTR8,2.24,NA,Light,1,12.2,11.3,7364,NA
RSTR,ST040X,2008-04-15,08:15:00,RSTR8,2.22,NA,Light,1,12.6,11.8,7138,NA
RSTR,ST040X,2008-04-16,08:30:00,RSTR8,2.74,NA,Medium,1,12.7,11.8,7063,NA
RSTR,ST040X,2008-04-17,08:45:00,RSTR8,2.72,NA,Light,1,13,12.5,6777,NA
RSTR,ST040X,2008-04-18,08:30:00,RSTR8,2.74,NA,Light,1,13.1,12.8,6695,NA
RSTR,ST040X,2008-04-19,08:10:00,RSTR8,2.72,NA,Light,1,13.3,13,6608,NA
RSTR,ST040X,2008-04-20,08:45:00,RSTR8,2.73,NA,Light,1,13.1,12.8,6879,NA
RSTR,ST040X,2008-04-21,08:30:00,RSTR8,2.41,NA,Light,1,13.1,13.5,6539,NA
RSTR,ST040X,2008-04-22,08:15:00,RSTR8,2.43,NA,Light,1,13.2,13.2,6622,NA
RSTR,ST040X,2008-04-23,08:15:00,RSTR8,2.43,NA,Light,1,13.6,12.9,6608,broke the water sample vile
RSTR,ST040X,2008-04-24,08:30:00,RSTR8,2.5,NA,Light,1,13.7,13.1,6646,NA
RSTR,ST040X,2008-04-25,08:15:00,RSTR8,1.63,NA,Light,1,11.3,10.6,7232,NA
RSTR,ST040X,2008-04-26,09:00:00,RSTR8,1.46,NA,Light,1,10.1,9.5,8518,NA
RSTR,ST040X,2008-04-27,09:00:00,RSTR8,1.06,NA,Light,1,9.5,9.2,8915,NA
RSTR,ST040X,2008-04-27,20:00:00,RSTR8,1.02,NA,Light,1,NA,NA,4145,NA
RSTR,ST040X,2008-04-27,21:45:00,RSTR8,1.02,NA,Light,1,NA,NA,NA,NA
RSTR,ST040X,2008-04-27,22:45:00,RSTR8,1.02,NA,Light,1,NA,NA,5160,NA
RSTR,ST040X,2008-04-28,08:30:00,RSTR8,1.02,NA,Light,1,9.8,9.6,8760,NA
RSTR,ST040X,2008-04-29,08:30:00,RSTR8,1.02,NA,Medium,1,9.7,9.6,8939,NA
RSTR,ST040X,2008-04-30,09:30:00,RSTR8,1.1,NA,Heavy,2,9.9,9.6,9200,other crew has do and flow meter
RSTR,ST040X,2008-04-30,20:15:00,RSTR8,1.02,NA,Medium,1,NA,NA,3981,NA
RSTR,ST040X,2008-04-30,21:45:00,RSTR8,1.02,NA,Light,1,NA,NA,4603,NA
RSTR,ST040X,2008-04-30,22:45:00,RSTR8,1.02,NA,Light,1,NA,NA,4972,NA
RSTR,ST040X,2008-05-01,08:30:00,RSTR8,1.08,NA,Light,1,9.6,9.4,8513,NA
RSTR,ST040X,2008-05-02,08:30:00,RSTR8,1,NA,Light,3,NA,9.6,3395,trap stopped at 3382 clogged with lg tree branch
RSTR,ST040X,2008-05-03,08:15:00,RSTR8,1.02,NA,Light,1,9.9,12.9,8797,NA
RSTR,ST040X,2008-05-04,08:30:00,RSTR8,1.02,NA,Light,1,9.8,9.6,8882,NA
RSTR,ST040X,2008-05-05,08:15:00,RSTR8,1.36,NA,Medium,1,10.4,9.9,8616,NA
RSTR,ST040X,2008-05-06,08:30:00,RSTR8,1.33,NA,Light,1,10.5,10.2,NA,counter reading is incorrect; may not have been reset correctly
RSTR,ST040X,2008-05-07,08:45:00,RSTR8,1.31,NA,Light,1,10.5,10.2,8372,NA
RSTR,ST040X,2008-05-08,08:30:00,RSTR8,1.35,NA,Medium,1,10.3,10.3,8094,NA
RSTR,ST040X,2008-05-09,08:15:00,RSTR8,1.36,NA,Light,1,10.3,10.4,8333,NA
RSTR,ST040X,2008-05-10,08:45:00,RSTR8,1.33,NA,Light,1,10.5,10.1,2829,counter bolt was not hitting on arrival . Fixed counter bolt
RSTR,ST040X,2008-05-11,08:15:00,RSTR8,1.69,NA,Medium,2,11.3,11.1,7655,raised trap to remove lg branch in one cell.
RSTR,ST040X,2008-05-12,08:00:00,RSTR8,1.82,NA,Medium,1,11.8,11.5,7464,NA
RSTR,ST040X,2008-05-13,08:00:00,RSTR8,1.81,NA,Medium,1,11.2,10.5,7520,10.31 mgl
RSTR,ST040X,2008-05-14,08:30:00,RSTR8,1.84,NA,Medium,1,11.3,10.9,7914,NA
RSTR,ST040X,2008-05-15,08:15:00,RSTR8,1.82,NA,Light,1,11.2,10.9,7607,NA
RSTR,ST040X,2008-05-16,08:15:00,RSTR8,1.82,NA,Medium,1,11.4,11.2,7626,NA
RSTR,ST040X,2008-05-17,08:15:00,RSTR8,1.8,NA,Light,1,11.2,10.8,7664,NA
RSTR,ST040X,2008-05-18,08:15:00,RSTR8,2.32,NA,Medium,1,12.2,11.9,7480,NA
RSTR,ST040X,2008-05-19,08:15:00,RSTR8,2.7,NA,Medium,1,11.9,11.5,7280,NA
RSTR,ST040X,2008-05-20,08:30:00,RSTR8,2.71,NA,Heavy,1,12.7,12.6,6904,NA
RSTR,ST040X,2008-05-21,08:15:00,RSTR8,2.74,NA,Light,1,12.9,13,6609,NA
RSTR,ST040X,2008-05-22,08:15:00,RSTR8,1.16,NA,Heavy,1,10.9,10,7270,NA
RSTR,ST040X,2008-05-23,08:15:00,RSTR8,1.18,3,Heavy,3,NA,NA,584,trap was stopped by a tree branch; one  cell was blocked and the counter bolt was broken. Raised trap for the weekend.
RSTR,ST040X,2008-05-27,08:00:00,RSTR8,1.1,0,n/p,4,NA,NA,NA,set trap
RSTR,ST040X,2008-05-28,08:00:00,RSTR8,1.16,NA,Medium,1,12,11.7,NA,NA
RSTR,ST040X,2008-05-29,08:00:00,RSTR8,1.16,NA,Medium,3,NA,11.7,NA,trap was stopped; one cell block ; 0 fish
RSTR,ST040X,2008-05-30,08:00:00,RSTR8,0.74,3,Medium,1,11.6,NA,4195,NA
RSTR,ST040X,2008-06-02,08:00:00,RSTR8,0.69,0,n/p,4,NA,NA,NA,set trap
RSTR,ST040X,2008-06-03,08:15:00,RSTR8,0.73,NA,Heavy,2,11.5,11.3,468,counter bolt broke; stick in one cell; replaced counter bolt
RSTR,ST040X,2008-06-04,08:30:00,RSTR8,0.7,NA,Heavy,2,11.3,11.4,7112,sticks were in one cell ; did not have to raise to remove sticks
RSTR,ST040X,2008-06-05,08:15:00,RSTR8,0.55,NA,Very Heavy,2,12,11.5,4172,sticks were in both cells partly blocking them. Counter bolt bent upon arrival; had to raise trap to clear cells.
RSTR,ST040X,2008-06-06,08:15:00,RSTR8,0.5,3,Heavy,1,12.4,NA,6255,raised trap
RSTR,ST040X,2008-06-09,08:30:00,RSTR8,0.49,0,n/p,4,NA,NA,NA,set trap;
RSTR,ST040X,2008-06-10,08:15:00,RSTR8,0.49,NA,Heavy,2,15.9,15.6,563,counter bolt bent; not counting. Replaced counter bolt; counter is not working properly
RSTR,ST040X,2008-06-11,08:00:00,RSTR8,0.38,NA,Heavy,1,12.3,11.7,NA,replaced counter at 08:15
RSTR,ST040X,2008-06-12,08:00:00,RSTR8,0.38,NA,Heavy,2,12.1,11.9,7067,NA
RSTR,ST040X,2008-06-13,08:00:00,RSTR8,0.54,3,Light,3,NA,NA,2850,trap was stopped by a log; removed log and raised trap for the weekend
RSTR,ST040X,2008-06-16,14:00:00,RSTR8,n/p,0,n/p,4,NA,NA,NA,set trap
RSTR,ST040X,2008-06-17,08:15:00,RSTR8,0.51,NA,Heavy,1,11.8,11.5,NA,counter bolt hose is broke; counter was @ 0 revs; counter bolt may be hitting bottom. Will have crew look at tomorrow.
RSTR,ST040X,2008-06-18,08:00:00,RSTR8,0.52,NA,Light,3,NA,11.71,313,trap was stopped due to large branch caught in cone.
RSTR,ST040X,2008-06-19,08:15:00,RSTR8,0.48,NA,Heavy,3,NA,NA,2105,trap was stopped and both cells were blocked
RSTR,ST040X,2008-06-20,07:45:00,RSTR8,0.52,3,Light,3,NA,NA,1563,trap was stopped due woody debris. Trap was raised for the weekend
RSTR,ST040X,2008-06-23,10:00:00,RSTR8,0.58,0,n/p,4,NA,NA,NA,set trap & zeroed counter ; Repositioned counter bolt. Had to use safty chain to lock back livebox screen because its from another trap . Will have crew switch out tomorrow
RSTR,ST040X,2008-06-24,08:00:00,RSTR8,0.74,NA,Heavy,3,13.7,10.9,3707,Both cells were blocked; some one upstream is clearing out brush. Do 8.87 mgl
RSTR,ST040X,2008-06-25,08:30:00,RSTR8,0.75,NA,Very Heavy,3,NA,10.4,3711,trap was stopped due to a log jam; do meter is not working
RSTR,ST040X,2008-06-26,08:00:00,RSTR8,0.7,NA,Heavy,1,10.8,10.7,7720,NA
RSTR,ST040X,2008-06-27,08:00:00,RSTR8,0.72,3,Heavy,1,11,NA,7053,raised trap
RSTR,ST040X,2008-06-30,07:45:00,RSTR8,0.72,0,n/p,4,NA,NA,NA,NA
RSTR,ST040X,2008-07-01,08:00:00,RSTR8,0.72,NA,Heavy,1,11.3,11.3,7667,NA
RSTR,ST040X,2008-07-02,08:00:00,RSTR8,0.68,3,Heavy,1,NA,NA,7723,trap pulled for the season
RSTR,ST040X,2009-01-06,10:30:00,RSTR8,-0.01,0,n/p,4,NA,NA,NA,set trap
RSTR,ST040X,2009-01-07,09:00:00,RSTR8,1.15,NA,Light,2,15.8,15.5,NA,raise trap to remove wood block
RSTR,ST040X,2009-01-08,08:45:00,RSTR8,1.14,NA,Light,1,11.6,11.8,NA,other crew has the flow meter
RSTR,ST040X,2009-01-09,09:45:00,RSTR8,1.18,NA,Medium,1,11.5,11.5,NA,NA
RSTR,ST040X,2009-01-10,08:30:00,RSTR8,1.14,NA,Light,1,12.4,11.8,NA,NA
RSTR,ST040X,2009-01-11,08:30:00,RSTR8,1.14,NA,Light,1,11.9,11.9,NA,NA
RSTR,ST040X,2009-01-12,08:30:00,RSTR8,1.15,NA,Light,1,11.7,11.8,NA,NA
RSTR,ST040X,2009-01-13,08:00:00,RSTR8,1.15,NA,Light,1,11.8,11.8,NA,NA
RSTR,ST040X,2009-01-14,09:00:00,RSTR8,1.14,NA,Medium,1,11.7,11.8,NA,NA
RSTR,ST040X,2009-01-15,09:05:00,RSTR8,1.14,NA,Medium,1,11.9,11.9,NA,marked 267 fish
RSTR,ST040X,2009-01-16,08:45:00,RSTR8,1.15,NA,Light,1,11.7,11.8,NA,NA
RSTR,ST040X,2009-01-16,17:45:00,RSTR8,1.14,NA,Light,1,NA,NA,NA,NA
RSTR,ST040X,2009-01-16,19:30:00,RSTR8,1.14,NA,Light,1,NA,NA,NA,first check after release
RSTR,ST040X,2009-01-16,20:30:00,RSTR8,1.14,NA,n/p,1,NA,NA,NA,2nd check after release
RSTR,ST040X,2009-01-17,08:45:00,RSTR8,1.12,NA,Light,1,12,12,NA,NA
RSTR,ST040X,2009-01-18,08:30:00,RSTR8,1.11,NA,Light,1,12,12.2,NA,NA
RSTR,ST040X,2009-01-19,08:45:00,RSTR8,1.1,NA,Medium,1,12.2,12,NA,NA
RSTR,ST040X,2009-01-20,09:00:00,RSTR8,1.11,NA,Medium,2,12.2,12,NA,big log stuck in one cell
RSTR,ST040X,2009-01-21,08:45:00,RSTR8,1.16,NA,Light,1,12.2,12,NA,NA
RSTR,ST040X,2009-01-21,18:15:00,RSTR8,1.08,NA,Light,1,NA,NA,NA,NA
RSTR,ST040X,2009-01-21,19:45:00,RSTR8,n/p,NA,Light,NA,NA,NA,NA,first check after the release
RSTR,ST040X,2009-01-21,20:45:00,RSTR8,n/p,NA,n/p,NA,NA,NA,NA,2nd check after release
RSTR,ST040X,2009-01-21,21:15:00,RSTR8,n/p,NA,n/p,NA,NA,NA,NA,3rd check after release
RSTR,ST040X,2009-01-22,08:30:00,RSTR8,1.15,NA,Light,1,11.8,11.6,NA,NA
RSTR,ST040X,2009-01-23,08:30:00,RSTR8,1.12,NA,Medium,1,12.5,11.9,NA,NA
RSTR,ST040X,2009-01-24,08:00:00,RSTR8,0.19,NA,Medium,1,12.1,11.3,NA,NA
RSTR,ST040X,2009-01-25,09:00:00,RSTR8,1.21,NA,Heavy,3,NA,11.6,NA,big branch had stopped the trap; ec:82.9
RSTR,ST040X,2009-01-26,09:00:00,RSTR8,1.18,NA,Medium,1,12.1,11.5,NA,NA
RSTR,ST040X,2009-01-26,16:30:00,RSTR8,1.19,NA,Light,1,NA,NA,NA,NA
RSTR,ST040X,2009-01-27,08:00:00,RSTR8,1.01,NA,Medium,1,12.1,11.7,NA,NA
RSTR,ST040X,2009-01-28,09:00:00,RSTR8,1.13,NA,Light,1,11.9,11.7,NA,NA
RSTR,ST040X,2009-01-29,08:45:00,RSTR8,1.12,NA,Light,1,11.8,11.9,NA,NA
RSTR,ST040X,2009-01-29,17:30:00,RSTR8,1.14,NA,Light,1,11.9,11.7,NA,NA
RSTR,ST040X,2009-01-29,19:55:00,RSTR8,1.14,NA,Light,1,11.9,11.7,NA,first check after release
RSTR,ST040X,2009-01-29,21:20:00,RSTR8,1.14,NA,Light,1,11.9,11.7,NA,second check after release
RSTR,ST040X,2009-01-30,09:30:00,RSTR8,1.11,NA,Light,1,11.8,11.9,NA,NA
RSTR,ST040X,2009-01-31,08:00:00,RSTR8,1.12,NA,Light,1,12,11.9,NA,one sasu was longer than the measuring board.8
RSTR,ST040X,2009-02-01,08:00:00,RSTR8,1.12,NA,Light,1,12.4,11.6,NA,NA
RSTR,ST040X,2009-02-02,08:45:00,RSTR8,1.11,NA,Light,1,12.4,12.3,NA,prs missing tail
RSTR,ST040X,2009-02-03,08:30:00,RSTR8,1.08,NA,Medium,1,12.4,12.1,NA,NA
RSTR,ST040X,2009-02-04,09:15:00,RSTR8,1.1,NA,Light,1,12.4,12,NA,rbt spit up 2 chn
RSTR,ST040X,2009-02-05,08:45:00,RSTR8,1.09,NA,Light,1,12.6,12.3,NA,NA
RSTR,ST040X,2009-02-05,17:30:00,RSTR8,1.09,NA,Medium,1,NA,NA,NA,NA
RSTR,ST040X,2009-02-05,19:30:00,RSTR8,1.09,NA,Light,1,NA,NA,NA,first check after release
RSTR,ST040X,2009-02-05,20:30:00,RSTR8,1.09,NA,Light,1,NA,NA,NA,2nd check after release; ec:85.0
RSTR,ST040X,2009-02-05,21:30:00,RSTR8,1.09,NA,Light,1,NA,NA,NA,3rd check after release; ec:85.0
RSTR,ST040X,2009-02-06,08:45:00,RSTR8,1.11,NA,Light,1,12.3,12.2,NA,NA
RSTR,ST040X,2009-02-07,08:00:00,RSTR8,1.1,NA,Medium,1,12.3,12.3,NA,NA
RSTR,ST040X,2009-02-08,08:00:00,RSTR8,1.15,NA,Medium,1,12.1,11.8,NA,stop taking scale due to health of fish
RSTR,ST040X,2009-02-09,08:30:00,RSTR8,1.2,NA,Medium,1,11.8,11.3,NA,NA
RSTR,ST040X,2009-02-10,08:45:00,RSTR8,1.18,NA,Light,1,11.6,11.5,NA,to windy to get weights and scale samples
